"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9"
"24661409","1409",10.00,80.00,435.00,0.00,45.00,195.00,380.00,75.00
"24661410","1410",25.00,60.00,395.00,0.00,25.00,205.00,240.00,105.00
"24661411","1411",15.00,80.00,410.00,5.00,80.00,150.00,340.00,105.00
"24661412","1412",5.00,25.00,205.00,0.00,15.00,135.00,185.00,35.00
"24661413","1413",5.00,65.00,580.00,0.00,100.00,255.00,590.00,100.00
"24661414","1414",30.00,90.00,395.00,5.00,75.00,190.00,350.00,190.00
"24661415","1415",75.00,105.00,640.00,5.00,140.00,260.00,465.00,255.00
"24661416","1416",60.00,45.00,400.00,10.00,160.00,210.00,350.00,125.00
"24661417","1417",90.00,55.00,480.00,5.00,140.00,200.00,340.00,155.00
"24661418","1418",35.00,35.00,255.00,0.00,95.00,130.00,245.00,85.00
"24661419","1419",60.00,45.00,350.00,0.00,100.00,105.00,270.00,100.00
"24661420","1420",50.00,45.00,305.00,10.00,115.00,150.00,295.00,65.00
"24661421","1421",55.00,50.00,340.00,10.00,110.00,125.00,275.00,155.00
"24661422","1422",65.00,55.00,435.00,10.00,155.00,225.00,340.00,150.00
"24661423","1423",60.00,180.00,415.00,15.00,135.00,175.00,340.00,235.00
"24661424","1424",15.00,130.00,355.00,20.00,85.00,280.00,375.00,175.00
"24661425","1425",45.00,170.00,530.00,0.00,145.00,335.00,415.00,215.00
"24661426","1426",35.00,60.00,385.00,5.00,115.00,195.00,335.00,100.00
"24661427","1427",50.00,85.00,415.00,5.00,105.00,280.00,325.00,145.00
"24661428","1428",55.00,60.00,355.00,10.00,135.00,150.00,305.00,115.00
"24661429","1429",60.00,110.00,320.00,0.00,145.00,150.00,350.00,105.00
"24661430","1430",55.00,40.00,320.00,5.00,110.00,80.00,180.00,90.00
"24661431","1431",70.00,65.00,460.00,5.00,135.00,245.00,400.00,195.00
"24661432","1432",75.00,55.00,435.00,15.00,185.00,165.00,360.00,165.00
"24661433","1433",40.00,165.00,295.00,5.00,10.00,80.00,145.00,60.00
"24661434","1434",50.00,230.00,660.00,5.00,130.00,400.00,680.00,270.00
"24661435","1435",25.00,135.00,465.00,0.00,80.00,290.00,340.00,165.00
"24661436","1436",20.00,175.00,420.00,10.00,75.00,260.00,455.00,140.00
"24661437","1437",45.00,155.00,655.00,5.00,130.00,505.00,490.00,250.00
"24661438","1438",30.00,100.00,490.00,5.00,65.00,415.00,355.00,145.00
"24661439","1439",25.00,60.00,320.00,0.00,50.00,235.00,300.00,100.00
"24661440","1440",20.00,125.00,385.00,5.00,65.00,270.00,365.00,70.00
"24661441","1441",35.00,235.00,780.00,10.00,130.00,590.00,675.00,325.00
"24661442","1442",60.00,205.00,750.00,5.00,150.00,490.00,530.00,265.00
"24661443","1443",20.00,95.00,455.00,0.00,100.00,265.00,420.00,120.00
"24661444","1444",15.00,490.00,920.00,20.00,100.00,670.00,1030.00,380.00
"24661445","1445",15.00,105.00,305.00,5.00,60.00,195.00,310.00,80.00
"24661446","1446",20.00,140.00,390.00,10.00,60.00,370.00,385.00,120.00
"24661447","1447",5.00,325.00,550.00,5.00,70.00,455.00,625.00,205.00
"24661448","1448",15.00,125.00,345.00,10.00,40.00,330.00,385.00,110.00
"24661449","1449",10.00,160.00,300.00,5.00,35.00,235.00,315.00,105.00
"24661450","1450",0.00,130.00,295.00,5.00,45.00,285.00,390.00,80.00
"24661451","1451",10.00,95.00,290.00,0.00,30.00,225.00,280.00,55.00
"24661452","1452",10.00,125.00,245.00,5.00,30.00,220.00,335.00,45.00
"24661453","1453",25.00,250.00,495.00,10.00,60.00,445.00,525.00,120.00
"24661454","1454",30.00,160.00,410.00,0.00,55.00,320.00,360.00,105.00
"24661455","1455",10.00,85.00,280.00,0.00,45.00,210.00,310.00,75.00
"24661456","1456",15.00,160.00,420.00,15.00,65.00,395.00,505.00,135.00
"24661457","1457",25.00,140.00,475.00,10.00,45.00,380.00,425.00,140.00
"24661458","1458",20.00,100.00,240.00,5.00,35.00,145.00,240.00,70.00
"24661459","1459",10.00,85.00,250.00,5.00,40.00,200.00,335.00,85.00
"24661460","1460",5.00,90.00,200.00,0.00,50.00,135.00,230.00,60.00
"24661461","1461",25.00,135.00,445.00,5.00,50.00,375.00,490.00,110.00
"24661462","1462",25.00,165.00,290.00,10.00,55.00,185.00,350.00,75.00
"24661463","1463",20.00,175.00,550.00,5.00,80.00,470.00,595.00,110.00
"24661464","1464",15.00,220.00,365.00,10.00,30.00,280.00,420.00,100.00
"24661465","1465",5.00,105.00,240.00,10.00,35.00,190.00,220.00,105.00
"24661466","1466",15.00,135.00,325.00,10.00,50.00,260.00,315.00,175.00
"24661467","1467",15.00,180.00,365.00,0.00,65.00,325.00,495.00,70.00
"24661468","1468",10.00,150.00,455.00,0.00,45.00,330.00,450.00,140.00
"24661469","1469",10.00,130.00,320.00,0.00,20.00,240.00,340.00,35.00
"24661470","1470",5.00,100.00,270.00,0.00,20.00,245.00,305.00,70.00
"24661471","1471",5.00,100.00,295.00,0.00,30.00,250.00,320.00,70.00
"24661472","1472",5.00,105.00,280.00,5.00,35.00,260.00,310.00,65.00
"24661473","1473",10.00,90.00,230.00,5.00,10.00,195.00,235.00,85.00
"24661474","1474",10.00,125.00,215.00,10.00,20.00,180.00,290.00,75.00
"24661475","1475",20.00,80.00,235.00,10.00,25.00,175.00,195.00,75.00
"24661476","1476",15.00,135.00,175.00,10.00,35.00,140.00,185.00,145.00
"24661477","1477",20.00,305.00,370.00,30.00,40.00,340.00,450.00,305.00
"24661478","1478",10.00,175.00,250.00,10.00,20.00,215.00,275.00,130.00
"24661479","1479",20.00,270.00,390.00,10.00,30.00,400.00,570.00,165.00
"24661480","1480",15.00,200.00,355.00,10.00,20.00,310.00,395.00,125.00
"24661481","1481",10.00,215.00,385.00,10.00,30.00,305.00,440.00,180.00
"24661482","1482",20.00,260.00,425.00,20.00,60.00,395.00,450.00,280.00
"24661483","1483",10.00,210.00,320.00,10.00,20.00,315.00,370.00,100.00
"24661484","1484",25.00,225.00,325.00,20.00,20.00,285.00,365.00,210.00
"24661485","1485",25.00,175.00,225.00,15.00,30.00,195.00,325.00,200.00
"24661486","1486",35.00,235.00,180.00,60.00,35.00,110.00,195.00,265.00
"24661487","1487",50.00,195.00,300.00,55.00,50.00,170.00,275.00,275.00
"24661488","1488",5.00,195.00,265.00,15.00,15.00,225.00,320.00,210.00
"24661489","1489",25.00,205.00,385.00,15.00,40.00,230.00,365.00,290.00
"24661490","1490",25.00,235.00,315.00,20.00,30.00,235.00,305.00,220.00
"24661491","1491",10.00,225.00,385.00,5.00,45.00,265.00,435.00,195.00
"24661492","1492",10.00,145.00,285.00,10.00,25.00,205.00,395.00,50.00
"24661493","1493",20.00,255.00,420.00,30.00,40.00,275.00,400.00,265.00
"24661494","1494",40.00,335.00,330.00,40.00,60.00,245.00,390.00,495.00
"24661495","1495",20.00,155.00,220.00,25.00,0.00,170.00,180.00,170.00
"24661496","1496",15.00,95.00,210.00,25.00,30.00,145.00,160.00,125.00
"24661497","1497",10.00,115.00,190.00,10.00,30.00,170.00,255.00,160.00
