COL0,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10
24662459,2459,406,75,30,290,10,40,40,210,210
24662460,2460,506,80,20,405,5,75,95,330,150
24662461,2461,369,50,5,300,5,65,30,200,195
24662463,2463,587,155,45,380,15,65,50,250,335
24662465,2465,941,160,175,575,35,120,140,410,490
24662466,2466,1078,155,270,615,40,60,170,600,465
24662467,2467,403,35,55,305,10,35,25,265,115
24662468,2468,456,75,55,320,5,40,80,310,155
24662469,2469,446,20,50,370,5,10,60,295,135
24662470,2470,575,55,65,445,10,35,50,370,225
24662471,2471,523,70,100,335,15,55,65,240,255
24662472,2472,382,50,40,280,20,20,50,195,120
24662473,2473,453,65,85,290,15,25,35,230,275
24662474,2474,640,50,155,425,15,55,80,350,270
24662475,2475,728,60,190,460,10,20,115,425,245
24662476,2476,848,55,355,405,25,40,220,315,430
24662477,2477,559,15,140,395,10,40,145,425,115
24662478,2478,861,145,260,420,35,95,175,295,415
24662479,2479,398,10,115,275,5,15,105,290,95
24662480,2480,317,15,75,230,0,25,70,190,85
24662483,2483,789,100,310,345,40,45,210,310,515
24662484,2484,513,35,235,235,10,25,150,140,235
24662485,2485,983,90,355,490,50,45,110,405,420
24662486,2486,712,100,260,330,20,55,195,230,420
24662489,2489,309,55,115,115,25,15,75,135,145
24662490,2490,674,100,210,330,35,50,130,230,385
24662491,2491,550,90,235,185,40,45,160,145,375
24662492,2492,293,75,120,85,10,50,75,45,190
24662493,2493,910,140,205,525,45,60,125,445,530
24662494,2494,400,50,120,215,15,45,45,250,145
24662495,2495,586,80,80,335,90,50,50,225,310
24662496,2496,361,80,30,210,40,90,35,195,200
24662497,2497,455,100,45,230,75,30,30,205,260
24662498,2498,413,70,40,270,35,25,35,170,200
24662499,2499,385,45,50,275,15,20,65,170,175
24662500,2500,495,70,120,265,35,50,75,220,275
24662501,2501,800,120,200,470,15,95,120,370,340
24662502,2502,1270,250,485,480,55,145,295,330,675
24662503,2503,637,65,275,265,25,35,195,150,380
24662504,2504,314,55,70,180,5,25,90,210,155
24662505,2505,405,45,95,250,10,15,95,235,230
24662506,2506,415,25,115,265,10,10,100,290,90
24662507,2507,546,45,100,385,10,10,135,295,225
24662508,2508,692,60,150,450,25,35,170,400,255
24662509,2509,495,50,80,355,10,40,80,295,270
24662510,2510,543,60,90,375,20,30,105,270,245
24662511,2511,538,80,140,305,15,55,135,305,285
24662512,2512,715,70,145,485,15,40,165,505,235
24662513,2513,578,20,200,350,10,0,160,355,215
24662515,2515,595,35,215,335,10,25,215,390,285
24662516,2516,741,65,275,380,25,20,200,330,375
24662518,2518,399,0,90,305,0,0,145,335,45
24662519,2519,896,0,60,185,0,0,85,220,20
24662520,2520,431,5,90,330,5,0,140,390,65
24662521,2521,648,10,180,455,0,20,210,515,115
24662522,2522,540,5,145,380,5,0,145,445,105
24662523,2523,495,15,160,320,5,10,155,365,110
24662524,2524,347,5,110,220,5,20,155,200,105
24662525,2525,583,10,210,355,5,35,180,380,200
24662526,2526,518,5,150,360,5,15,140,365,90
24662527,2527,469,15,150,295,10,25,145,260,155
24662528,2528,1015,5,145,350,5,0,170,395,55
24662529,2529,741,35,305,385,20,35,210,310,335
24662530,2530,592,25,135,415,10,35,180,485,140
24662531,2531,624,15,150,435,0,10,255,515,120
24662532,2532,412,5,155,245,5,25,115,250,90
24662533,2533,394,30,140,210,10,0,135,110,160
24662534,2534,492,10,200,280,10,0,150,280,170
24662535,2535,492,10,145,330,5,25,160,380,85
24662536,2536,508,5,180,325,5,0,185,450,85
24662537,2537,488,10,170,300,5,15,165,435,80
24662538,2538,449,10,165,275,0,15,110,280,95
24662539,2539,447,40,140,255,10,35,140,240,200
24662540,2540,815,55,375,360,20,35,255,340,390
24662541,2541,536,5,165,360,5,15,205,440,110
24662542,2542,879,85,235,520,35,50,220,285,575
24662543,2543,272,30,80,150,5,10,55,150,150
24662544,2544,656,90,185,335,45,45,115,200,380
24662545,2545,749,120,165,425,40,65,105,335,355
24662546,2546,743,90,195,420,40,65,125,280,505
24662547,2547,642,60,190,360,30,70,110,205,455
24662548,2548,470,40,55,340,10,15,70,245,200
24662549,2549,495,75,55,350,20,15,80,225,245
24662550,2550,1256,355,165,660,70,60,100,315,385
24662551,2551,415,70,75,255,15,40,85,205,275
24662552,2552,540,105,80,315,30,55,85,280,275
24662553,2553,423,60,75,270,15,25,65,195,220
24662554,2554,459,80,65,280,35,30,65,165,310
24662555,2555,472,85,95,270,25,10,45,160,320
24662556,2556,475,110,65,265,35,40,60,240,255
24662557,2557,598,120,110,330,45,50,45,170,320
24662558,2558,407,65,100,225,15,40,55,155,210
24662559,2559,381,40,125,195,15,30,65,140,210
24662560,2560,669,45,235,360,30,0,110,260,310
24662561,2561,529,80,135,275,35,40,75,200,305
24662562,2562,434,30,135,260,10,10,75,195,170
24662563,2563,1147,105,305,565,35,35,240,510,395
24662564,2564,558,70,75,390,20,50,95,340,275
24662565,2565,394,40,120,220,20,35,70,200,155
24662566,2566,310,15,85,205,5,10,85,230,95
24662567,2567,394,50,50,275,15,35,25,180,205
24662568,2568,468,40,80,330,10,35,60,240,170
24662569,2569,458,30,180,240,10,15,90,300,200
24662570,2570,622,105,95,400,20,45,95,285,320
24662571,2571,517,80,95,310,35,40,95,235,230
24662572,2572,484,35,145,295,10,50,175,340,95
24662573,2573,452,10,180,260,0,15,110,290,125
24662574,2574,507,10,175,320,0,10,135,420,55
24662575,2575,508,15,180,315,10,10,160,270,165
24662576,2576,495,10,190,290,5,0,190,350,95
24662577,2577,604,5,225,365,10,20,275,550,205
24662578,2578,515,5,200,315,0,15,190,435,90
24662579,2579,467,0,135,320,5,10,185,405,100
24662580,2580,533,5,195,340,0,15,195,480,70
24662581,2581,489,0,165,325,0,10,145,390,80
24662582,2582,664,5,210,445,5,10,225,515,90
24662583,2583,533,5,165,355,5,10,220,505,55
24662584,2584,926,20,270,630,10,50,300,720,185
24662585,2585,529,10,160,350,15,0,150,425,95
24662586,2586,649,25,195,425,5,0,235,470,180
24662587,2587,637,10,270,345,5,25,195,425,165
24662588,2588,638,20,280,330,5,20,200,390,200
24662589,2589,381,15,125,245,0,0,150,285,80
24662590,2590,444,15,175,250,0,10,115,310,165
24662591,2591,399,5,140,255,0,0,125,350,15
24662592,2592,432,5,155,270,5,0,125,255,100
24662593,2593,480,5,135,335,5,0,155,415,50
24662594,2594,394,0,200,190,0,0,170,390,25
24662595,2595,486,0,280,205,0,0,35,455,25
24662598,2598,492,10,185,285,15,20,180,370,200
24662599,2599,602,20,170,405,10,0,170,320,220
24662600,2600,605,10,130,460,5,20,240,490,105
24662601,2601,1109,10,195,440,10,15,185,475,195
24662602,2602,630,5,185,435,5,10,200,470,140
24662603,2603,1140,30,280,820,15,45,330,865,265
24662604,2604,422,10,100,305,5,15,185,350,85
24662605,2605,663,35,195,420,10,55,195,445,160
24662606,2606,607,15,135,450,0,25,250,420,180
24662607,2607,395,25,100,260,10,0,105,250,80
24662608,2608,553,15,130,405,0,15,245,420,80
24662609,2609,247,5,50,185,0,15,85,190,70
24662610,2610,608,20,160,425,5,20,220,395,160
24662611,2611,862,30,275,540,20,20,290,610,210
24662612,2612,480,15,135,325,5,10,175,350,110
24662613,2613,484,15,120,335,10,30,150,410,145
24662614,2614,394,5,120,265,5,20,140,315,65
24662615,2615,648,5,195,350,10,30,185,405,180
24662616,2616,495,10,150,330,5,10,165,270,80
24662617,2617,813,20,365,415,15,15,210,575,295
24662618,2618,397,5,115,275,0,0,155,260,85
24662619,2619,743,20,365,335,20,30,160,290,230
24662620,2620,435,20,175,230,10,15,140,235,190
24662621,2621,730,15,220,480,15,15,285,515,235
24662622,2622,506,35,150,310,15,25,135,250,165
24662623,2623,848,55,310,435,45,45,230,440,335
24662624,2624,499,5,215,265,15,10,155,345,180
24662625,2625,551,30,180,315,25,15,225,320,255
24662626,2626,632,35,255,305,35,30,180,385,235
24662627,2627,443,25,175,220,15,20,110,255,185
24662628,2628,701,55,310,290,40,20,175,320,300
24662629,2629,620,40,305,240,35,45,205,225,280
24662630,2630,430,20,205,170,25,15,105,200,230
24662631,2631,628,35,280,270,45,50,120,280,315
24662632,2632,743,50,370,295,35,40,235,315,375
24662633,2633,781,15,470,240,50,25,270,235,335
24662634,2634,393,25,170,175,25,0,110,160,180
24662635,2635,413,45,185,160,20,0,145,185,215
24662636,2636,417,15,210,160,30,20,125,180,230
24662637,2637,441,30,235,160,20,10,120,180,265
24662638,2638,825,60,370,345,50,40,165,395,310
24662639,2639,561,25,260,255,25,15,145,260,255
24662640,2640,542,25,205,285,25,20,170,290,240
24662641,2641,493,30,210,235,15,0,140,260,265
24662642,2642,661,50,245,325,40,20,170,325,325
24662643,2643,933,80,260,550,50,90,235,485,370
24662644,2644,477,25,165,275,15,10,105,255,135
24662645,2645,739,25,320,370,25,30,255,370,265
24662646,2646,532,10,200,310,10,0,105,320,160
24662647,2647,416,15,165,235,0,10,165,285,160
24662648,2648,468,10,145,275,10,15,125,265,110
24662649,2649,537,10,305,215,10,10,135,245,150
24662650,2650,448,15,160,270,5,10,190,320,155
24662651,2651,748,25,400,300,15,20,235,345,325
24662652,2652,595,0,190,400,5,15,185,455,125
24662653,2653,560,15,235,300,15,25,160,300,225
24662654,2654,539,5,160,370,0,15,130,380,95
24662655,2655,511,25,190,290,10,15,205,400,130
24662656,2656,472,15,230,220,5,15,160,290,145
24662657,2657,447,15,175,260,0,10,125,255,125
24662658,2658,578,0,95,115,0,0,20,170,10
24662659,2659,730,30,300,385,15,15,190,265,220
24662660,2660,513,10,230,265,5,25,140,330,130
24662661,2661,533,20,200,305,10,25,155,335,135
24662662,2662,591,10,260,320,5,0,190,365,260
24662663,2663,461,15,230,200,10,10,105,265,185
24662664,2664,722,5,285,430,5,30,245,480,155
24662665,2665,639,5,265,355,15,15,280,470,135
24662666,2666,580,10,220,335,5,10,245,375,145
24662667,2667,600,5,215,365,10,25,195,425,175
24662668,2668,592,10,255,310,5,10,225,375,175
24662669,2669,699,20,360,315,10,25,270,395,295
24662670,2670,355,10,165,175,5,10,100,285,60
24662671,2671,580,5,225,350,0,0,215,325,85
24662672,2672,579,10,315,250,5,0,145,325,205
24662673,2673,754,25,380,335,10,0,215,510,195
24662674,2674,802,25,435,315,30,10,270,385,370
24662675,2675,753,10,340,385,10,10,300,525,245
24662676,2676,505,20,180,280,15,0,150,190,255
24662677,2677,679,30,340,290,20,15,190,270,360
24662678,2678,510,20,245,225,20,10,195,170,275
24662679,2679,766,35,340,355,30,20,250,420,365
24662680,2680,467,15,225,200,25,0,145,225,225
24662681,2681,474,15,260,175,15,10,125,225,220
24662682,2682,501,20,250,215,15,10,170,260,245
24662683,2683,520,15,245,245,15,20,160,240,250
24662684,2684,659,20,350,270,15,30,175,350,275
24662685,2685,555,20,255,265,10,0,155,295,200
24662686,2686,732,30,325,360,15,30,235,385,345
24662687,2687,588,25,290,255,15,15,195,220,315
24662688,2688,512,20,285,185,20,0,175,245,225
24662689,2689,537,15,300,195,15,10,195,265,290
24662690,2690,766,25,395,325,20,15,210,400,280
24662691,2691,578,15,360,190,20,0,220,300,275
24662692,2692,406,5,185,200,10,10,100,175,180
24662693,2693,485,15,210,255,5,10,205,265,160
24662694,2694,512,20,240,245,5,20,140,305,205
24662695,2695,1014,35,530,415,30,55,325,445,445
24662696,2696,624,15,315,285,20,15,235,365,305
24662697,2697,803,25,390,380,10,45,265,425,285
24662698,2698,369,5,190,160,5,0,90,200,95
24662699,2699,486,15,205,215,20,20,175,255,215
24662703,2703,643,15,190,230,5,10,135,315,90
24662704,2704,727,10,450,245,15,10,265,320,375
24662705,2705,542,10,335,185,15,0,50,415,95
24662706,2706,636,30,270,300,40,0,190,225,235
24662707,2707,492,5,175,310,0,0,150,390,105
24662708,2708,637,30,285,305,10,25,200,320,275
24662709,2709,473,15,250,200,10,25,180,275,105
24662710,2710,624,20,275,310,20,25,210,435,245
24662711,2711,549,35,260,245,10,20,145,325,195
24662712,2712,649,25,290,290,40,30,150,325,260
24662713,2713,631,35,260,315,30,45,170,380,265
24662714,2714,603,10,295,285,5,0,135,435,95
24662715,2715,520,10,240,255,10,0,195,265,225
24662716,2716,485,5,235,160,5,0,165,200,175
24662717,2717,1237,25,660,510,40,50,310,520,520
24662718,2718,620,25,410,175,10,10,165,250,225
24662719,2719,960,35,535,350,35,15,255,500,430
24662720,2720,629,15,340,255,15,10,210,295,280
24662721,2721,735,15,430,265,30,0,235,395,360
24662722,2722,672,10,405,245,20,35,195,340,325
24662723,2723,623,25,320,240,30,25,180,320,230
24662724,2724,481,20,265,180,15,10,140,240,190
24662725,2725,620,30,330,240,20,25,145,240,255
24662726,2726,454,20,255,155,25,15,155,215,225
24662727,2727,751,30,415,280,30,0,270,375,270
24662728,2728,618,20,335,190,15,0,225,265,245
24662729,2729,566,25,300,225,20,0,195,295,290
24662730,2730,537,15,270,235,10,10,200,300,225
24662731,2731,303,25,100,170,5,20,85,160,145
24662732,2732,325,10,60,245,10,25,35,200,135
24662733,2733,821,35,320,440,30,20,165,415,335
24662734,2734,596,20,335,205,40,0,220,250,305
24662735,2735,340,10,165,160,10,10,80,195,85
24662736,2736,700,30,350,300,15,25,225,370,230
24662737,2737,493,10,250,210,20,15,190,260,175
24662738,2738,667,30,310,300,25,35,230,335,300
24662739,2739,624,5,345,265,10,15,235,395,230
